,id,lot_frontage,lot_area,lot_shape,neighborhood,overall_qual,mas_vnr_area,exter_qual,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,total_bsmt_sf,heating_qc,electrical,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,functional,fireplaces,fireplace_qu,garage_finish,garage_area,garage_qual,paved_drive,wood_deck_sf,saleprice,total_porch_area,age_sold
1532,1377,84.7206000394954,11235,0,8,5,0.0,3,CBlock,4.0,3.0,3.0,5.0,981.0,3,4,1075,1.0,1,0,3,1,4,7,0,0.0,1.0,440.0,3.0,2,64,148000,64,45.0
1533,1381,68.0,10265,1,8,5,0.0,3,CBlock,3.0,3.0,1.0,5.0,992.0,5,4,992,1.0,1,0,3,1,4,7,0,0.0,2.0,294.0,3.0,2,204,145000,0,41.0
1534,2502,97.34025646655044,14541,1,25,8,0.0,4,PConc,4.0,4.0,1.0,6.0,1338.0,5,4,2520,1.0,2,1,5,1,4,7,1,3.0,2.0,796.0,3.0,2,209,310000,55,13.0
1535,2609,83.0,10184,0,11,6,309.0,3,CBlock,3.0,3.0,3.0,5.0,1083.0,3,4,1146,0.0,1,0,3,1,3,7,1,4.0,1.0,294.0,3.0,2,345,165000,75,43.0
1536,505,52.0,19950,2,25,8,309.0,4,PConc,4.0,4.0,1.0,6.0,1629.0,5,4,2448,1.0,2,1,4,1,4,7,1,3.0,2.0,711.0,3.0,2,413,402000,76,15.0
1537,1126,85.0,10625,0,21,7,0.0,4,PConc,4.0,3.0,1.0,1.0,1026.0,5,4,1958,0.0,2,1,3,1,4,7,1,4.0,3.0,936.0,3.0,2,154,250000,210,3.0
1538,2914,24.0,2304,0,0,4,0.0,3,CBlock,4.0,3.0,3.0,6.0,630.0,3,4,630,1.0,1,0,1,1,3,7,0,0.0,0.0,0.0,0.0,2,0,73000,0,36.0
1539,393,60.0,9000,0,11,5,0.0,3,CBlock,4.0,3.0,1.0,1.0,896.0,3,4,1792,0.0,2,2,4,2,3,7,0,0.0,0.0,0.0,0.0,2,32,136000,45,35.0
1540,2405,48.0,5911,0,26,9,278.0,5,PConc,5.0,3.0,1.0,6.0,1560.0,5,4,1565,1.0,2,0,2,1,5,7,1,4.0,2.0,556.0,3.0,2,196,282500,56,1.0
1541,67,73.0,8987,0,21,8,226.0,4,PConc,4.0,3.0,0.0,1.0,1595.0,5,4,1595,0.0,2,0,2,1,4,7,1,4.0,2.0,880.0,3.0,2,144,221500,0,5.0
1542,2227,80.4739100592893,17871,2,19,4,0.0,3,PConc,4.0,3.0,1.0,1.0,1680.0,4,4,1680,0.0,2,0,4,1,4,7,0,0.0,1.0,628.0,3.0,2,152,170000,0,12.0
1543,669,77.0,11500,1,11,6,0.0,2,CBlock,3.0,2.0,1.0,4.0,1040.0,4,4,1040,1.0,1,0,3,1,3,6,1,1.0,2.0,480.0,3.0,2,0,163000,156,42.0
1544,1772,65.0,12257,1,25,8,309.0,4,PConc,4.0,3.0,3.0,2.0,1318.0,5,4,2531,0.0,2,1,4,1,4,7,1,3.0,2.0,752.0,3.0,2,222,290000,98,12.0
1545,1775,82.0,9044,1,25,8,309.0,4,PConc,4.0,3.0,1.0,6.0,1325.0,5,4,2538,0.0,2,1,4,1,4,7,1,3.0,2.0,933.0,3.0,2,198,330000,92,11.0
1546,403,24.0,2304,0,2,6,309.0,3,CBlock,3.0,3.0,1.0,4.0,483.0,3,4,987,1.0,1,1,2,1,3,7,0,0.0,1.0,264.0,3.0,2,0,111000,0,36.0
1547,2792,45.0,9468,2,18,6,148.0,3,PConc,4.0,3.0,2.0,6.0,840.0,5,4,1755,1.0,2,1,3,1,3,7,1,3.0,2.0,530.0,3.0,2,176,214000,73,7.0
1548,1247,102.0,9373,1,11,5,84.0,3,CBlock,3.0,3.0,1.0,3.0,1152.0,3,4,1152,0.0,1,1,3,1,3,7,0,0.0,1.0,636.0,3.0,2,0,137500,0,55.0
1549,384,70.0,7000,0,21,7,0.0,4,PConc,4.0,3.0,2.0,6.0,926.0,5,4,1884,1.0,2,1,3,1,5,7,1,5.0,2.0,581.0,3.0,2,0,240900,35,6.0
1550,91,107.0,10186,1,25,7,0.0,4,PConc,4.0,3.0,1.0,6.0,750.0,5,4,1923,1.0,2,1,3,1,4,7,1,3.0,2.0,564.0,3.0,2,240,190000,39,18.0
1551,863,90.0,11664,0,18,7,0.0,4,PConc,4.0,3.0,3.0,6.0,1569.0,5,4,1611,1.0,2,0,3,1,4,7,0,0.0,2.0,1231.0,3.0,2,262,250000,93,7.0
1552,1857,90.0,10768,1,23,5,0.0,4,CBlock,4.0,3.0,4.0,5.0,1437.0,3,4,1437,1.0,2,0,3,1,4,7,1,2.0,2.0,528.0,3.0,2,0,218000,201,31.0
1553,1870,78.0,10530,0,16,7,194.0,4,PConc,4.0,3.0,1.0,6.0,1148.0,5,4,2075,1.0,2,1,3,1,4,7,1,4.0,1.0,473.0,3.0,2,235,255000,86,14.0
1554,2318,50.0,14859,1,15,7,27.0,4,PConc,4.0,3.0,1.0,1.0,1670.0,5,4,1670,0.0,2,0,3,1,4,7,1,4.0,2.0,690.0,3.0,2,144,240000,60,0.0
1555,2100,93.0,10481,1,18,8,0.0,4,PConc,4.0,3.0,3.0,1.0,2140.0,5,4,2140,0.0,2,1,3,1,4,7,0,0.0,3.0,894.0,3.0,2,136,360000,32,1.0
1556,1213,85.0,9350,0,11,5,0.0,3,PConc,3.0,3.0,4.0,5.0,1219.0,4,4,1265,0.0,2,0,3,1,4,7,1,4.0,2.0,502.0,3.0,2,0,179900,188,43.0
1557,2046,117.0,18030,1,20,5,0.0,3,CBlock,3.0,3.0,1.0,3.0,1598.0,3,4,3086,0.0,3,0,3,1,5,3,1,4.0,0.0,0.0,0.0,2,122,200500,0,61.0
1558,710,50.0,5925,0,3,3,0.0,3,BrkTil,3.0,3.0,1.0,1.0,600.0,2,4,968,0.0,1,0,2,1,3,7,0,0.0,0.0,0.0,0.0,2,0,37900,0,99.0
1559,2268,62.57555045856893,6718,1,22,8,86.0,4,PConc,5.0,3.0,2.0,6.0,1267.0,5,4,1312,0.0,2,0,2,1,4,7,0,0.0,1.0,471.0,3.0,2,256,180500,28,6.0
1560,816,73.99976264748135,11855,0,13,7,23.0,3,PConc,5.0,3.0,1.0,6.0,1168.0,5,4,2787,2.0,4,2,6,2,3,7,2,3.0,3.0,820.0,3.0,2,312,269500,0,9.0
1561,1616,91.22605702103556,12394,1,15,7,0.0,4,PConc,4.0,3.0,4.0,1.0,847.0,5,4,1733,0.0,2,1,3,1,4,7,1,4.0,3.0,433.0,3.0,2,100,225000,48,4.0
1562,2233,50.0,7000,0,1,6,0.0,3,BrkTil,3.0,3.0,1.0,5.0,720.0,4,3,1215,0.0,1,0,3,1,4,7,0,0.0,3.0,720.0,3.0,2,0,141000,30,67.0
1563,439,87.0,10367,1,26,9,284.0,5,PConc,5.0,3.0,2.0,6.0,1739.0,5,4,1743,1.0,2,0,3,1,5,7,1,4.0,2.0,927.0,3.0,2,168,335000,45,1.0
1564,260,38.0,15240,1,18,5,0.0,4,CBlock,4.0,3.0,1.0,6.0,1026.0,5,4,1026,1.0,1,1,3,1,3,7,0,0.0,1.0,308.0,3.0,2,316,150000,85,33.0
1565,2523,68.0,19950,1,23,9,0.0,4,CBlock,5.0,3.0,4.0,6.0,1842.0,4,4,1842,2.0,0,1,0,1,4,7,1,4.0,3.0,894.0,3.0,2,413,385000,72,25.0
1566,627,85.0,13600,0,11,7,176.0,3,CBlock,3.0,3.0,1.0,4.0,768.0,3,4,1986,0.0,2,1,3,1,3,7,3,2.0,1.0,486.0,3.0,2,0,205000,231,44.0
1567,251,64.0,6762,0,18,7,24.0,4,PConc,4.0,3.0,3.0,6.0,1187.0,5,4,1208,1.0,2,0,2,1,4,7,0,0.0,2.0,632.0,3.0,2,105,206000,61,4.0
1568,2163,63.0,8500,0,18,7,106.0,4,PConc,4.0,3.0,3.0,1.0,1422.0,5,4,1422,0.0,2,0,3,1,4,7,0,0.0,2.0,626.0,3.0,2,192,179600,60,3.0
1569,2819,67.0,8877,0,5,4,0.0,3,CBlock,2.0,2.0,1.0,2.0,836.0,3,2,1220,0.0,1,0,2,1,3,7,0,0.0,1.0,396.0,3.0,2,0,102000,0,55.0
1570,1025,100.38738893357464,15611,1,16,5,0.0,3,PConc,4.0,3.0,3.0,5.0,1126.0,3,4,1126,0.0,2,0,3,1,5,7,0,0.0,2.0,540.0,3.0,2,180,175000,0,31.0
1571,2592,70.0,13300,0,11,5,0.0,3,CBlock,3.0,3.0,1.0,3.0,1015.0,4,4,1384,1.0,1,0,2,1,3,6,0,0.0,1.0,896.0,3.0,2,75,159000,323,50.0
1572,1491,65.0,6500,0,5,6,84.0,3,CBlock,3.0,5.0,1.0,4.0,1127.0,3,4,1127,0.0,1,1,3,1,3,7,1,1.0,1.0,480.0,3.0,2,0,135000,138,32.0
1573,2742,75.0,9525,0,5,6,0.0,3,CBlock,3.0,2.0,1.0,3.0,994.0,4,4,1855,0.0,2,0,4,1,3,7,0,0.0,1.0,325.0,3.0,2,182,136900,0,52.0
1574,2497,65.0,6993,0,8,5,0.0,3,CBlock,3.0,3.0,1.0,4.0,912.0,3,4,1236,0.0,1,0,3,1,3,7,1,3.0,1.0,288.0,3.0,2,0,135000,0,45.0
1575,495,82.0,9430,0,25,8,309.0,4,PConc,4.0,3.0,2.0,6.0,1252.0,5,4,2365,1.0,2,1,3,1,4,7,1,4.0,2.0,856.0,3.0,2,0,337000,308,10.0
1576,2528,87.33882728506546,11029,1,16,6,220.0,3,CBlock,3.0,3.0,2.0,4.0,1054.0,3,4,2654,1.0,2,1,4,1,4,7,1,4.0,1.0,619.0,3.0,2,0,250000,287,38.0
1577,1033,99.28889659339939,14311,1,16,8,309.0,4,PConc,4.0,3.0,1.0,6.0,1236.0,5,4,2340,1.0,2,1,4,1,4,7,1,4.0,2.0,787.0,3.0,2,192,306000,362,12.0
1578,764,60.0,10800,0,5,5,0.0,3,CBlock,4.0,4.0,4.0,6.0,1200.0,3,4,1200,3.0,3,0,3,1,3,7,0,0.0,0.0,0.0,0.0,2,120,179000,0,22.0
1579,1165,34.0,3604,0,21,7,0.0,4,PConc,4.0,3.0,1.0,1.0,689.0,5,4,1392,0.0,2,0,2,1,4,7,0,0.0,1.0,540.0,3.0,2,0,146000,102,1.0
1580,2037,60.0,10320,0,1,6,0.0,3,CBlock,3.0,2.0,1.0,2.0,1138.0,4,4,2180,0.0,1,1,3,1,3,7,1,4.0,1.0,720.0,3.0,0,0,161000,170,92.0
1581,113,73.63920432248383,10603,1,16,6,28.0,3,PConc,3.0,3.0,2.0,5.0,1610.0,4,4,1610,1.0,2,0,3,1,4,7,2,3.0,2.0,480.0,3.0,2,168,205000,68,33.0
1582,1572,42.0,4084,1,22,7,309.0,4,CBlock,4.0,3.0,3.0,6.0,1277.0,4,4,1501,1.0,2,0,2,1,4,7,1,3.0,3.0,512.0,3.0,2,240,241500,0,22.0
1583,2052,61.0,7943,0,8,4,192.0,3,CBlock,3.0,3.0,2.0,3.0,1029.0,4,4,1029,1.0,1,0,3,1,3,7,0,0.0,1.0,261.0,3.0,2,64,118500,39,46.0
1584,2702,92.0,6930,1,20,5,120.0,3,CBlock,3.0,3.0,3.0,4.0,1062.0,5,2,1352,0.0,1,0,3,1,4,5,0,0.0,1.0,288.0,3.0,2,168,130000,294,48.0
1585,1981,60.0,7200,0,3,5,279.0,3,CBlock,3.0,3.0,1.0,1.0,808.0,5,4,1072,0.0,1,0,2,1,3,7,2,4.0,1.0,379.0,3.0,2,0,130000,0,67.0
1586,2335,82.0,16052,1,27,10,309.0,5,PConc,5.0,3.0,1.0,6.0,1850.0,5,4,2698,1.0,2,1,4,1,5,7,1,4.0,2.0,736.0,3.0,2,250,535000,0,0.0
1587,563,65.0,7150,0,8,5,60.0,3,CBlock,3.0,3.0,1.0,2.0,912.0,4,4,912,0.0,1,0,3,1,3,7,0,0.0,1.0,252.0,3.0,2,0,123000,0,47.0
1588,1502,65.0,6012,0,5,4,0.0,3,PConc,0.0,0.0,0.0,0.0,0.0,3,4,1152,0.0,2,0,2,2,3,7,0,0.0,0.0,0.0,0.0,0,0,82000,0,53.0
1589,1310,53.0,5350,0,3,7,0.0,3,BrkTil,3.0,3.0,1.0,4.0,624.0,5,4,1450,0.0,1,0,3,1,3,7,0,0.0,1.0,288.0,3.0,2,0,132000,192,88.0
1590,2598,60.0,5400,0,3,5,0.0,3,BrkTil,3.0,3.0,1.0,1.0,1073.0,5,4,1073,0.0,1,0,2,1,3,7,0,0.0,1.0,326.0,3.0,2,0,108480,112,85.0
1591,2715,70.59776743016437,9535,1,8,5,309.0,3,CBlock,3.0,3.0,1.0,4.0,1176.0,3,4,1458,1.0,1,1,3,1,3,7,1,3.0,1.0,512.0,3.0,2,284,165000,0,39.0
1592,1810,65.0,7441,1,13,7,170.0,4,PConc,4.0,3.0,1.0,1.0,1461.0,5,4,1486,0.0,2,0,3,1,4,7,0,0.0,2.0,566.0,3.0,2,0,181000,32,1.0
1593,778,88.0,15400,0,8,5,0.0,3,CBlock,3.0,4.0,1.0,1.0,552.0,3,4,1774,0.0,2,0,4,1,3,7,1,3.0,1.0,384.0,3.0,2,290,165000,40,48.0
1594,339,68.0,10544,1,12,5,0.0,3,CBlock,3.0,3.0,3.0,4.0,864.0,3,4,1479,0.0,2,0,5,1,3,7,0,0.0,3.0,275.0,3.0,2,287,161000,280,41.0
1595,2460,85.0,10936,0,21,8,60.0,4,PConc,4.0,3.0,1.0,1.0,1504.0,5,4,1504,0.0,2,0,3,1,4,7,0,0.0,3.0,510.0,3.0,2,144,199000,0,0.0
1596,320,80.0,11316,0,22,7,44.0,4,PConc,4.0,3.0,1.0,6.0,817.0,5,4,1894,1.0,2,1,4,1,4,7,1,4.0,3.0,510.0,3.0,2,0,214900,40,8.0
1597,2461,72.0,8640,0,21,8,0.0,4,PConc,4.0,3.0,1.0,6.0,1278.0,5,4,1278,0.0,2,0,2,1,4,7,0,0.0,2.0,584.0,3.0,2,0,198600,60,0.0
1598,2449,93.0,12090,0,25,8,309.0,4,PConc,4.0,3.0,1.0,1.0,1141.0,4,4,2263,0.0,2,1,4,1,4,7,1,3.0,3.0,420.0,3.0,2,144,258000,123,8.0
1599,817,62.8478273756433,7939,0,13,7,23.0,3,PConc,5.0,3.0,1.0,6.0,1168.0,5,4,2787,2.0,4,2,6,2,3,7,2,3.0,3.0,820.0,3.0,2,312,269500,0,9.0
1600,1096,62.309595566047435,7750,0,15,7,0.0,4,PConc,4.0,3.0,1.0,1.0,707.0,5,4,1414,0.0,2,1,3,1,4,7,1,4.0,3.0,403.0,3.0,2,100,176000,35,6.0
1601,1893,85.0,9350,0,11,6,108.0,3,CBlock,4.0,3.0,4.0,2.0,1302.0,5,4,1302,0.0,2,0,3,1,4,6,0,0.0,2.0,309.0,3.0,2,333,158000,0,43.0
1602,479,62.309595566047435,7750,0,15,8,0.0,4,PConc,4.0,3.0,1.0,6.0,408.0,5,4,1419,1.0,2,1,3,1,4,7,1,3.0,3.0,527.0,3.0,2,120,184100,0,7.0
1603,1657,117.0,13001,1,16,6,176.0,3,CBlock,3.0,3.0,2.0,5.0,1625.0,3,4,1220,0.0,2,0,2,1,3,7,1,3.0,1.0,944.0,3.0,2,0,170000,249,36.0
1604,937,82.19395752897043,13607,1,19,6,242.0,3,CBlock,3.0,3.0,1.0,5.0,572.0,4,4,1982,1.0,2,1,3,1,3,7,1,3.0,3.0,501.0,3.0,2,400,208000,112,23.0
1605,879,52.86918049297718,4435,0,18,6,170.0,4,PConc,4.0,3.0,3.0,6.0,848.0,5,4,848,1.0,1,0,1,1,4,7,0,0.0,3.0,420.0,3.0,2,140,140000,0,6.0
1606,945,44.0,3843,1,19,8,174.0,5,PConc,5.0,3.0,4.0,6.0,1596.0,5,4,1648,1.0,2,0,2,1,5,7,1,4.0,3.0,482.0,3.0,2,162,230000,206,2.0
1607,1010,65.0,5950,1,27,8,0.0,4,PConc,4.0,3.0,4.0,6.0,1337.0,4,4,1337,1.0,2,0,2,1,4,7,1,3.0,2.0,462.0,3.0,2,0,188500,227,19.0
1608,2861,80.0,12400,0,19,5,0.0,3,CBlock,4.0,3.0,2.0,4.0,901.0,3,4,1717,0.0,1,1,2,1,3,7,1,4.0,1.0,410.0,3.0,2,0,194000,113,66.0
1609,1245,75.0,10425,0,11,5,0.0,3,CBlock,3.0,3.0,1.0,3.0,1104.0,4,4,1104,1.0,1,0,3,1,3,7,0,0.0,2.0,384.0,3.0,2,0,133000,0,52.0
1610,854,62.26680869329466,16269,1,18,5,76.0,3,BrkTil,4.0,3.0,3.0,6.0,907.0,3,4,907,0.0,1,0,3,1,3,7,0,0.0,1.0,343.0,3.0,2,72,140000,0,31.0
1611,1437,68.0,8998,1,18,7,120.0,4,PConc,4.0,3.0,2.0,6.0,782.0,5,4,1652,0.0,2,1,3,1,4,7,0,0.0,2.0,532.0,3.0,2,0,207500,70,8.0
1612,586,80.0,10400,0,16,6,256.0,3,PConc,3.0,3.0,1.0,1.0,932.0,4,4,2640,0.0,2,1,5,1,4,7,1,3.0,2.0,515.0,3.0,2,0,256900,288,42.0
1613,1947,60.0,10134,0,3,5,0.0,3,CBlock,3.0,3.0,1.0,1.0,735.0,4,3,1034,0.0,1,0,2,1,3,7,0,0.0,1.0,240.0,3.0,2,0,109000,39,67.0
1614,815,64.0,7007,0,13,5,0.0,3,Slab,0.0,0.0,0.0,0.0,0.0,3,4,1513,0.0,2,0,4,2,3,7,0,0.0,1.0,400.0,3.0,2,0,113722,0,30.0
1615,831,78.0,11645,0,18,8,76.0,4,PConc,5.0,3.0,4.0,6.0,1498.0,5,4,1498,0.0,2,0,3,1,4,7,1,4.0,3.0,844.0,3.0,2,144,237000,98,4.0
1616,1919,60.0,8250,0,11,5,0.0,3,CBlock,3.0,3.0,1.0,5.0,1053.0,4,4,1053,1.0,1,0,3,1,4,7,0,0.0,2.0,692.0,3.0,2,240,142100,109,44.0
1617,2306,74.84666615988408,11027,1,11,6,28.0,3,CBlock,3.0,3.0,1.0,4.0,1178.0,4,4,1293,1.0,2,0,2,1,3,7,0,0.0,2.0,452.0,3.0,2,280,149900,0,52.0
1618,430,95.0,12350,0,26,9,309.0,5,PConc,5.0,3.0,3.0,6.0,2020.0,5,4,2020,1.0,2,0,3,1,5,7,1,4.0,2.0,896.0,3.0,2,192,404000,98,1.0
1619,2618,95.48742888978248,18275,1,11,7,0.0,3,CBlock,3.0,3.0,4.0,5.0,1438.0,3,4,2448,1.0,3,0,3,1,3,7,2,4.0,2.0,441.0,3.0,2,413,277500,102,44.0
1620,245,77.0,9206,0,13,6,309.0,4,CBlock,4.0,3.0,1.0,1.0,741.0,3,4,1732,0.0,2,1,3,1,4,7,1,3.0,3.0,476.0,3.0,2,192,178000,46,25.0
1621,462,48.0,6240,0,26,8,176.0,4,PConc,4.0,3.0,1.0,6.0,1324.0,5,4,1324,1.0,2,0,2,1,4,7,1,4.0,3.0,550.0,3.0,2,192,254000,38,3.0
1622,182,68.0,9656,0,3,2,0.0,3,BrkTil,2.0,2.0,1.0,1.0,678.0,3,4,832,0.0,1,0,2,1,3,7,1,4.0,1.0,780.0,2.0,0,0,12789,0,87.0
1623,1625,63.0,7875,0,15,7,38.0,3,PConc,4.0,4.0,1.0,1.0,1237.0,4,4,1253,0.0,2,0,3,1,3,7,1,3.0,3.0,402.0,3.0,2,220,176000,21,12.0
1624,2381,111.0,16259,0,26,9,309.0,3,PConc,5.0,4.0,3.0,1.0,1249.0,5,4,2596,0.0,3,1,4,1,4,7,0,0.0,2.0,840.0,3.0,2,240,342643,154,0.0
1625,1827,61.02350635153324,6173,1,8,5,75.0,3,CBlock,3.0,3.0,1.0,6.0,876.0,3,4,902,0.0,1,0,3,1,3,7,0,0.0,1.0,288.0,3.0,2,0,125500,0,40.0
1626,1580,75.0,12890,1,22,6,128.0,3,CBlock,4.0,3.0,1.0,1.0,1495.0,5,4,1495,0.0,2,0,3,1,3,7,1,3.0,1.0,438.0,3.0,2,252,150000,192,19.0
1627,1803,84.0,10440,0,21,8,0.0,5,PConc,4.0,3.0,2.0,1.0,1574.0,5,4,1584,0.0,2,0,2,1,5,7,1,4.0,3.0,594.0,3.0,2,0,261329,256,0.0
1628,1132,63.0,7500,0,13,7,120.0,3,PConc,4.0,3.0,1.0,6.0,1080.0,5,4,1080,1.0,1,0,3,1,4,7,0,0.0,0.0,0.0,0.0,2,0,141000,0,4.0
1629,1941,75.0,9532,0,11,4,0.0,3,CBlock,3.0,3.0,1.0,4.0,1105.0,4,4,1647,1.0,1,0,3,1,3,6,1,2.0,3.0,280.0,3.0,2,225,153000,0,54.0
1630,1742,53.0,3922,0,17,7,72.0,4,PConc,5.0,3.0,3.0,1.0,1258.0,5,4,1258,0.0,2,0,2,1,4,7,1,4.0,3.0,648.0,3.0,2,144,172500,16,1.0
1631,2026,60.0,8730,0,4,6,0.0,3,BrkTil,3.0,3.0,1.0,1.0,698.0,5,3,1396,0.0,1,0,3,1,3,7,0,0.0,1.0,384.0,3.0,2,0,153575,259,92.0
1632,2245,60.0,6060,0,1,5,0.0,4,BrkTil,3.0,3.0,1.0,5.0,837.0,5,4,1001,0.0,1,0,2,1,4,7,0,0.0,1.0,216.0,3.0,0,154,124900,128,77.0
1633,1691,107.0,14450,0,26,9,309.0,5,PConc,5.0,3.0,4.0,1.0,2121.0,5,4,2121,0.0,2,1,3,1,5,7,1,5.0,3.0,732.0,3.0,2,124,415298,240,1.0
1634,725,60.0,5400,0,3,6,0.0,2,BrkTil,3.0,3.0,1.0,1.0,972.0,5,4,1480,0.0,1,0,3,1,3,7,0,0.0,1.0,207.0,2.0,2,0,119000,176,89.0
1635,1787,85.0,10000,0,21,8,309.0,4,PConc,4.0,4.0,3.0,1.0,1588.0,5,4,1588,0.0,2,0,3,1,4,7,1,4.0,2.0,825.0,3.0,2,144,227000,45,1.0
1636,1216,72.0,10007,1,11,5,54.0,4,CBlock,3.0,3.0,1.0,5.0,1053.0,5,4,1053,1.0,1,1,3,1,4,7,0,0.0,2.0,312.0,3.0,2,0,145500,0,49.0
1637,2654,52.0,7830,0,3,3,0.0,3,BrkTil,2.0,3.0,1.0,2.0,492.0,3,4,492,1.0,1,0,1,1,3,7,0,0.0,1.0,200.0,2.0,0,0,61500,78,85.0
1638,2310,90.0,11727,0,11,7,309.0,3,CBlock,3.0,3.0,2.0,1.0,1851.0,4,4,1851,0.0,2,0,3,1,3,7,1,3.0,3.0,506.0,3.0,2,0,192100,146,37.0
1639,761,60.0,10320,0,1,6,0.0,3,CBlock,3.0,3.0,1.0,3.0,698.0,5,2,1403,1.0,1,1,3,1,3,7,0,0.0,1.0,308.0,3.0,2,0,116000,288,94.0
1640,1884,65.0,10482,0,11,6,63.0,3,CBlock,3.0,3.0,3.0,6.0,588.0,5,4,1138,0.0,1,0,3,1,3,7,0,0.0,2.0,264.0,3.0,2,224,145000,0,49.0
1641,449,110.0,15274,1,26,9,309.0,4,PConc,5.0,3.0,1.0,6.0,2452.0,5,4,2452,2.0,2,0,3,1,5,7,1,4.0,3.0,886.0,3.0,2,0,445000,116,6.0
1642,856,61.0,8800,1,18,5,0.0,3,CBlock,4.0,3.0,2.0,2.0,1040.0,3,4,1040,0.0,2,0,3,1,4,7,0,0.0,1.0,484.0,3.0,2,0,150500,288,32.0
1643,11,75.0,10000,1,15,6,0.0,3,PConc,4.0,3.0,1.0,1.0,763.0,4,4,1655,0.0,2,1,3,1,3,7,1,3.0,3.0,440.0,3.0,2,157,175900,84,17.0
1644,389,78.0,10140,0,16,6,196.0,3,CBlock,3.0,3.0,1.0,5.0,1116.0,5,4,1116,1.0,2,0,3,1,3,7,1,3.0,2.0,528.0,3.0,2,0,167900,0,35.0
1645,2415,58.0,14054,1,15,7,0.0,4,PConc,4.0,3.0,3.0,1.0,879.0,5,4,1863,0.0,2,1,4,1,4,7,1,4.0,3.0,660.0,3.0,2,100,219210,17,0.0
1646,77,70.0,11218,0,13,6,0.0,4,PConc,4.0,3.0,1.0,1.0,1055.0,5,4,1845,0.0,2,1,3,1,4,7,1,3.0,2.0,462.0,3.0,2,413,189000,104,18.0
1647,1238,74.0,8856,0,11,5,143.0,3,CBlock,3.0,3.0,1.0,5.0,1176.0,3,4,1176,1.0,1,0,3,1,3,7,2,4.0,2.0,292.0,3.0,2,0,136500,183,51.0
1648,223,65.0,7800,0,8,5,47.0,3,CBlock,3.0,3.0,2.0,4.0,864.0,5,4,892,1.0,1,0,3,1,4,7,0,0.0,1.0,416.0,3.0,2,0,137900,0,44.0
1649,723,60.0,7200,0,3,5,0.0,3,BrkTil,3.0,3.0,1.0,5.0,1022.0,3,4,1022,1.0,1,0,2,1,3,2,0,0.0,1.0,280.0,3.0,2,0,85000,256,99.0
1650,2562,89.0,10680,0,11,5,44.0,3,CBlock,3.0,2.0,1.0,2.0,2136.0,3,3,2136,0.0,2,0,4,1,3,4,0,0.0,1.0,528.0,3.0,2,0,137900,30,55.0
1651,995,59.0,9535,1,15,6,0.0,3,PConc,4.0,3.0,4.0,6.0,926.0,5,4,1604,0.0,2,1,3,1,3,7,0,0.0,3.0,472.0,3.0,2,100,195500,82,10.0
1652,287,66.0,6858,0,6,6,0.0,3,PConc,4.0,3.0,1.0,1.0,806.0,3,2,1647,1.0,1,1,4,1,2,7,0,0.0,1.0,216.0,3.0,2,0,128000,202,95.0
1653,1152,75.0,8100,0,8,5,0.0,3,CBlock,3.0,3.0,1.0,5.0,864.0,5,4,864,1.0,1,0,3,1,4,7,1,3.0,1.0,420.0,3.0,2,132,135000,0,47.0
1654,1449,69.68932326476184,9216,1,18,5,176.0,3,CBlock,3.0,3.0,3.0,5.0,1076.0,3,4,1076,0.0,1,1,3,1,3,7,1,2.0,1.0,576.0,3.0,2,0,143195,0,33.0
1655,1330,50.0,9100,0,4,5,0.0,3,BrkTil,3.0,3.0,1.0,1.0,742.0,3,3,935,0.0,1,0,2,1,3,7,0,0.0,1.0,308.0,3.0,1,0,79500,0,78.0
1656,1134,67.0,12774,0,13,7,95.0,4,PConc,4.0,3.0,3.0,1.0,835.0,5,4,1663,0.0,2,1,3,1,4,7,0,0.0,2.0,478.0,3.0,2,168,192500,68,5.0
1657,706,50.0,6000,0,3,5,0.0,3,CBlock,3.0,3.0,1.0,4.0,768.0,3,3,1328,0.0,1,1,3,1,3,7,0,0.0,1.0,308.0,3.0,2,0,129500,12,59.0
1658,1617,72.95858314527003,10364,1,15,6,0.0,3,PConc,4.0,3.0,1.0,1.0,806.0,4,4,1572,0.0,2,1,3,1,3,7,1,3.0,3.0,373.0,3.0,2,0,168000,40,12.0
1659,1339,50.0,6000,0,4,6,0.0,3,CBlock,3.0,3.0,1.0,2.0,739.0,5,4,1342,0.0,2,0,2,2,3,7,1,4.0,1.0,240.0,3.0,2,0,105000,0,69.0
1660,1664,85.9177813962383,10530,1,11,6,0.0,3,CBlock,3.0,3.0,1.0,5.0,981.0,3,4,981,1.0,1,1,3,1,3,7,0,0.0,1.0,576.0,3.0,2,0,143250,352,36.0
1661,1433,75.0,9525,0,18,5,0.0,3,PConc,4.0,3.0,1.0,1.0,1099.0,5,4,1099,0.0,1,1,3,1,4,7,0,0.0,1.0,352.0,3.0,2,278,144000,0,13.0
1662,75,68.7324667143692,8880,1,13,7,0.0,4,PConc,4.0,3.0,1.0,6.0,948.0,5,4,2110,1.0,2,1,3,1,4,7,2,2.0,2.0,463.0,3.0,2,0,205000,130,16.0
